CUSTOMER_CODE,INVOICE_CODE,AMOUNT,DATE
CUST0000042416,IN00025586,678.8,03-02-2012
CUST0000000774,IN00035813,466.28,05-04-2021
CUST0000065691,IN00042599,730.75,21-08-2021
CUST0000051700,IN00067740,229.58,20-08-2019
CUST0000023180,IN00029226,920.49,19-06-2020
CUST0000066322,IN00038303,776.75,01-01-2013
CUST0000011990,IN00000471,905.94,20-10-2016
CUST0000038598,IN00068919,447.38,08-07-2017
CUST0000056725,IN00016173,78.84,16-07-2021
CUST0000090940,IN00073124,486.59,03-04-2012
CUST0000043058,IN00018829,787.93,22-10-2011
CUST0000039964,IN00088789,36.05,30-12-2014
CUST0000004405,IN00077559,28.77,04-08-2017
CUST0000022370,IN00082662,112.73,21-01-2014
CUST0000054142,IN00047299,966.26,17-11-2017
CUST0000035094,IN00079909,300.63,29-02-2020
CUST0000046351,IN00071217,326.2,24-12-2020
CUST0000017825,IN00065057,366.15,23-12-2012
CUST0000066172,IN00094740,446.27,20-10-2019
CUST0000004572,IN00096583,804.49,24-03-2017
CUST0000060538,IN00052639,19.43,23-12-2017
CUST0000049002,IN00092677,579.83,02-07-2019
CUST0000098955,IN00080042,410.85,13-02-2017
CUST0000079290,IN00067413,456.56,21-10-2014
CUST0000068470,IN00060075,515.49,04-06-2019
CUST0000039373,IN00022412,45.81,01-03-2015
CUST0000024790,IN00094376,247.93,30-10-2012
CUST0000071724,IN00073708,592.24,27-09-2011
CUST0000075759,IN00088521,100.29,19-03-2012
CUST0000047424,IN00089900,586.79,27-07-2014
CUST0000037117,IN00058657,840.27,14-09-2011
CUST0000071917,IN00033387,29.96,07-10-2020
CUST0000096123,IN00020409,234.26,11-04-2016
CUST0000089247,IN00094127,813.22,07-11-2021
CUST0000035516,IN00030975,8.96,21-10-2016
CUST0000025322,IN00081398,73.75,16-10-2014
CUST0000045318,IN00018557,720.6,02-01-2011
CUST0000032634,IN00033284,310.86,09-05-2019
CUST0000033859,IN00062206,454.61,02-04-2015
CUST0000005176,IN00087989,960.47,09-08-2020
CUST0000083985,IN00065182,909.87,02-09-2014
CUST0000057035,IN00071324,176.92,27-09-2013
CUST0000053889,IN00021378,416.61,06-01-2016
CUST0000007571,IN00069395,27.08,26-02-2011
CUST0000008621,IN00074932,104.4,14-08-2020
CUST0000026850,IN00096167,712.27,02-07-2014
CUST0000074319,IN00044676,90.14,26-03-2021
CUST0000079177,IN00025078,806.94,27-05-2013
CUST0000047685,IN00022351,334.52,05-11-2013
CUST0000038866,IN00016213,82.78,08-05-2021
CUST0000085827,IN00019574,720.4,28-07-2019
CUST0000022788,IN00018531,898.88,23-10-2019
CUST0000002729,IN00065181,528.39,29-09-2017
CUST0000062902,IN00022483,198.22,24-12-2018
CUST0000090303,IN00056110,493.97,03-12-2013
CUST0000000219,IN00006148,928.04,27-01-2018
CUST0000027115,IN00001390,552.47,15-02-2015
CUST0000022056,IN00073389,536.16,22-05-2014
CUST0000014762,IN00037453,471.64,08-09-2016
CUST0000002265,IN00062869,320.77,14-02-2019
CUST0000004722,IN00098747,753.83,03-06-2019
CUST0000017295,IN00048510,848.36,25-04-2017
CUST0000011165,IN00017129,3.07,15-10-2012
CUST0000040153,IN00069960,528.7,29-08-2021
CUST0000095756,IN00040259,753,12-08-2020
CUST0000042830,IN00055943,229.73,29-10-2018
CUST0000053573,IN00008064,938.5,09-09-2012
CUST0000065333,IN00041405,706.5,05-02-2019
CUST0000021217,IN00091916,678.39,15-04-2013
CUST0000067189,IN00058856,69.11,19-08-2019
CUST0000052901,IN00098202,431.17,12-10-2014
CUST0000083320,IN00063608,140.27,10-02-2021
CUST0000036175,IN00065851,467.2,17-11-2015
CUST0000076092,IN00056037,672.56,10-12-2021
CUST0000076987,IN00083002,4.18,24-11-2012
CUST0000012822,IN00034071,9.51,29-10-2013
CUST0000085295,IN00086947,169.28,08-02-2020
CUST0000051389,IN00009725,910.79,16-06-2018
CUST0000065257,IN00066156,630.01,11-12-2013
CUST0000096028,IN00098510,798.7,19-04-2017
CUST0000009275,IN00065325,610.65,28-03-2020
CUST0000038735,IN00094312,118.5,27-09-2014
CUST0000007920,IN00095563,76.1,05-01-2013
CUST0000026638,IN00069749,775.32,25-10-2018
CUST0000008173,IN00096108,374.66,08-06-2016
CUST0000057693,IN00067195,285.37,01-08-2014
CUST0000085928,IN00095872,407.33,19-10-2011
CUST0000042350,IN00092192,514.58,11-09-2011
CUST0000003090,IN00062839,962.94,29-11-2019
CUST0000059920,IN00060162,74.52,17-04-2021
CUST0000017182,IN00068671,317.82,01-08-2012
CUST0000061661,IN00061193,279.77,30-03-2011
CUST0000069321,IN00036573,489.41,30-09-2019
CUST0000064570,IN00018822,452.83,21-01-2016
CUST0000012053,IN00010368,712.61,27-08-2017
CUST0000055628,IN00044285,341.35,12-05-2019
CUST0000045010,IN00072931,38.95,03-12-2015
CUST0000010179,IN00031515,771.95,27-04-2021
CUST0000019734,IN00067512,289,13-12-2014
CUST0000045979,IN00094437,47.81,08-11-2021
CUST0000025228,IN00053253,255.25,13-04-2013
CUST0000064223,IN00044138,993.11,15-11-2019
CUST0000040707,IN00015962,469.34,22-02-2016
CUST0000026427,IN00064524,652.65,16-08-2020
CUST0000045601,IN00083833,891.76,05-09-2015
CUST0000018708,IN00034857,466.89,26-09-2021
CUST0000026617,IN00063270,635.35,02-07-2020
CUST0000019395,IN00069480,94.78,28-04-2012
CUST0000068613,IN00079068,140.77,28-04-2016
CUST0000025080,IN00036140,400.05,06-01-2018
CUST0000070296,IN00071025,882.72,08-02-2015
CUST0000082781,IN00037812,145.67,05-09-2015
CUST0000024464,IN00092049,657.38,24-01-2011
CUST0000050229,IN00039057,549.23,21-10-2021
CUST0000086616,IN00093418,517.7,19-12-2011
CUST0000072677,IN00073633,970.63,01-01-2014
CUST0000090990,IN00056514,738.52,09-09-2014
CUST0000010341,IN00055092,21.48,18-05-2013
CUST0000088898,IN00070155,534.68,21-03-2013
CUST0000074085,IN00075891,727.73,24-10-2011
CUST0000059177,IN00094288,809.65,22-11-2015
CUST0000053112,IN00002201,512.34,16-12-2019
CUST0000074758,IN00036979,466.63,16-02-2011
CUST0000081529,IN00022357,241.77,09-04-2018
CUST0000026213,IN00051053,401.89,22-11-2013
CUST0000053295,IN00068643,272.37,13-04-2021
CUST0000034737,IN00000488,461.63,27-03-2019
CUST0000078059,IN00061899,68.23,22-01-2011
CUST0000063762,IN00094347,427.39,12-06-2016
CUST0000067599,IN00008027,323.87,08-11-2013
CUST0000091539,IN00054414,542.97,02-08-2015
CUST0000085265,IN00075859,196.69,26-09-2011
CUST0000051778,IN00044366,529.22,05-03-2014
CUST0000082939,IN00052302,814.69,15-12-2013
CUST0000043009,IN00043932,943.08,16-03-2021
CUST0000095355,IN00017697,607.16,23-08-2020
CUST0000061939,IN00043375,998.62,10-06-2020
CUST0000033187,IN00007945,432.22,09-01-2012
CUST0000094955,IN00071493,516.88,23-05-2014
CUST0000093574,IN00019529,206.17,05-08-2016
CUST0000027172,IN00094559,101.17,15-01-2020
CUST0000022473,IN00052116,304.02,02-07-2012
CUST0000008981,IN00063319,92.3,04-04-2017
CUST0000009652,IN00099350,508.93,19-01-2015
CUST0000063638,IN00032411,185.69,06-09-2012
CUST0000061584,IN00065936,453.64,14-04-2020
CUST0000012038,IN00032265,75.14,23-01-2011
CUST0000045123,IN00088075,80.39,10-03-2012
CUST0000099801,IN00051223,743.67,30-04-2021
CUST0000014995,IN00054755,295.69,13-12-2011
CUST0000057541,IN00095033,849.61,28-11-2016
CUST0000066670,IN00089749,94.37,05-06-2019
CUST0000011692,IN00012146,408.46,02-06-2015
CUST0000019428,IN00015526,40.89,06-09-2018
CUST0000060423,IN00053115,445.5,22-11-2020
CUST0000058388,IN00003227,370.7,23-10-2020
CUST0000025128,IN00003492,369.93,23-02-2011
CUST0000071879,IN00071305,162.28,25-04-2015
CUST0000044489,IN00079159,754.54,12-08-2011
CUST0000090239,IN00086604,761.28,21-03-2013
CUST0000006059,IN00053494,839.8,27-08-2014
CUST0000073498,IN00079490,254.52,06-10-2016
CUST0000079499,IN00081369,152.98,16-04-2016
CUST0000010260,IN00086971,39.27,19-12-2018
CUST0000004044,IN00052758,788.71,09-05-2021
CUST0000075295,IN00088688,838.67,21-02-2019
CUST0000047976,IN00048606,292.12,11-08-2012
CUST0000020378,IN00003255,250.41,20-08-2014
CUST0000000526,IN00065749,563.95,02-01-2014
CUST0000030666,IN00063423,482,01-07-2011
CUST0000023366,IN00037826,655.52,24-05-2015
CUST0000072546,IN00013250,733.17,07-11-2017
CUST0000009466,IN00021551,117.04,17-03-2020
CUST0000034623,IN00028764,986.58,15-11-2014
CUST0000078755,IN00094900,325.99,30-01-2014
CUST0000060042,IN00051206,595.68,14-04-2012
CUST0000092129,IN00004897,478.51,12-02-2017
CUST0000095676,IN00080138,414.67,25-06-2020
CUST0000018117,IN00034932,694.78,20-09-2012
CUST0000007015,IN00072465,690.15,23-06-2020
CUST0000002143,IN00092838,594.44,05-09-2020
CUST0000092183,IN00039278,762.83,09-07-2017
CUST0000078630,IN00073666,494.96,08-07-2017
CUST0000075264,IN00068424,851.13,28-08-2018
CUST0000031497,IN00083335,238.46,19-04-2011
CUST0000089846,IN00024487,854.4,04-02-2015
CUST0000063916,IN00049385,759.12,07-02-2013
CUST0000084985,IN00061802,413.75,03-07-2019
CUST0000065835,IN00079756,340.42,15-09-2019
CUST0000052701,IN00036831,200.09,21-03-2019
CUST0000059355,IN00025332,532.23,06-02-2011
CUST0000063786,IN00090523,553.68,06-09-2015
CUST0000091435,IN00081442,690.51,08-02-2012
CUST0000045180,IN00096933,277.89,14-05-2015
CUST0000092815,IN00059000,698.32,11-02-2012
CUST0000025991,IN00098547,139.49,12-10-2016
CUST0000033820,IN00093911,394.3,27-12-2015
CUST0000098357,IN00081184,922.86,22-04-2018
CUST0000047100,IN00003296,246,05-06-2021
CUST0000051441,IN00029971,724.41,09-02-2013
CUST0000007032,IN00060489,861.93,18-05-2013
CUST0000072279,IN00046073,985.69,09-11-2013
CUST0000050739,IN00092686,890.38,31-05-2017
CUST0000007031,IN00059906,518.22,09-08-2017
CUST0000056950,IN00075965,566.1,03-08-2021
CUST0000040228,IN00020236,36.99,08-03-2015
CUST0000057710,IN00062306,663.67,20-11-2020
CUST0000073655,IN00083863,237.29,09-06-2020
CUST0000019414,IN00047710,612.77,15-06-2018
CUST0000073969,IN00059646,904.67,10-02-2020
CUST0000045071,IN00038056,746.26,05-11-2020
CUST0000041617,IN00012660,8.69,01-12-2012
CUST0000087848,IN00040210,920.02,12-07-2018
CUST0000095454,IN00091681,77.23,01-04-2013
CUST0000093032,IN00018940,255.36,09-09-2013
CUST0000048264,IN00076560,519.74,19-10-2011
CUST0000085253,IN00081756,392.92,10-01-2016
CUST0000096764,IN00059806,901.76,28-08-2021
CUST0000076177,IN00038049,351.25,23-09-2020
CUST0000079083,IN00007017,645,16-06-2020
CUST0000072809,IN00095356,293.56,02-01-2017
CUST0000032055,IN00008981,563.21,11-07-2017
CUST0000053609,IN00034285,364.26,27-10-2012
CUST0000056947,IN00065328,785.08,24-04-2015
CUST0000025841,IN00085781,806.73,20-10-2015
CUST0000016141,IN00099427,193.57,02-12-2014
CUST0000073654,IN00024006,253.59,30-12-2021
CUST0000085388,IN00092997,272.56,13-05-2021
CUST0000006913,IN00006433,86.69,07-03-2019
CUST0000065171,IN00070980,912.08,01-03-2011
CUST0000048704,IN00017929,41.49,07-01-2019
CUST0000064528,IN00042764,521.08,16-05-2021
CUST0000090246,IN00060513,206.45,30-03-2018
CUST0000012693,IN00049682,700.06,25-03-2018
CUST0000087984,IN00064607,40.6,01-04-2016
CUST0000054308,IN00003727,708.46,21-11-2011
CUST0000013019,IN00075762,470.84,28-12-2012
CUST0000016182,IN00053014,217.94,03-08-2012
CUST0000076902,IN00021721,987.53,07-07-2018
CUST0000064410,IN00092693,866.58,08-01-2021
CUST0000053359,IN00028752,75.02,21-04-2021
CUST0000018978,IN00008781,848.03,21-02-2012
CUST0000092541,IN00026144,629.12,04-02-2013
CUST0000009638,IN00086090,298.24,25-01-2014
CUST0000027280,IN00039431,370.49,08-05-2016
CUST0000004803,IN00037449,858.04,08-09-2019
CUST0000041539,IN00035479,921.21,22-03-2011
CUST0000085116,IN00027404,808.41,13-06-2013
CUST0000058434,IN00034040,685.52,09-12-2017
CUST0000091101,IN00073385,23.54,16-06-2017
CUST0000077319,IN00035094,729.8,07-02-2012
CUST0000052037,IN00064337,880.3,10-09-2021
CUST0000008893,IN00071750,231.2,17-11-2021
CUST0000091463,IN00074429,396.61,12-12-2015
CUST0000027103,IN00028918,190.77,14-07-2011
CUST0000090160,IN00013888,168.14,27-05-2014
CUST0000034404,IN00010604,110.29,23-11-2015
CUST0000095915,IN00031015,243.92,20-12-2020
CUST0000031410,IN00047357,667.63,09-06-2016
CUST0000086979,IN00084912,365.8,25-10-2011
CUST0000026208,IN00079455,428.5,23-07-2016
CUST0000093012,IN00038893,497.9,30-03-2015
CUST0000089436,IN00034760,279.25,25-04-2019
CUST0000004101,IN00077484,149.36,22-08-2014
CUST0000023588,IN00014979,351.3,25-08-2015
CUST0000047766,IN00082845,522.9,08-11-2015
CUST0000045741,IN00065197,30.48,21-08-2015
CUST0000071119,IN00005765,599.71,27-05-2018
CUST0000094886,IN00076713,932.45,31-05-2014
CUST0000054556,IN00090458,932.86,19-05-2020
CUST0000039369,IN00001822,921.65,23-12-2017
CUST0000071677,IN00044001,82.98,10-01-2016
CUST0000065550,IN00075591,44.28,05-01-2015
CUST0000052293,IN00045931,288.25,10-06-2021
CUST0000049237,IN00028704,885.14,02-06-2015
CUST0000084620,IN00004738,578.92,28-07-2014
CUST0000033093,IN00099114,479.41,09-02-2020
CUST0000050006,IN00099511,703.68,24-02-2017
CUST0000012998,IN00044203,369.43,14-12-2016
CUST0000024375,IN00031073,16.21,26-04-2012
CUST0000095020,IN00068144,713.41,21-04-2015
CUST0000050928,IN00018196,773.75,11-10-2018
CUST0000044916,IN00081595,225.3,22-08-2013
CUST0000043673,IN00057172,149.61,10-02-2012
CUST0000071030,IN00017775,738.9,31-01-2019
CUST0000099563,IN00095867,5.89,23-01-2017
CUST0000016858,IN00097501,665.87,24-01-2013
CUST0000001327,IN00006446,480.63,03-11-2021
CUST0000075093,IN00079994,958.45,19-06-2020
CUST0000021863,IN00094578,426.46,08-01-2016
CUST0000094050,IN00073285,289.35,08-03-2011
CUST0000021997,IN00086615,153.91,08-06-2014
CUST0000007621,IN00023531,268.35,03-11-2014
CUST0000048981,IN00034924,757.61,04-10-2016
CUST0000006033,IN00046437,811.43,31-08-2015
CUST0000017813,IN00037434,858.1,10-09-2019
CUST0000001386,IN00089766,743.23,07-06-2015
CUST0000025358,IN00042228,824.65,13-07-2018
CUST0000090410,IN00001438,700.17,13-06-2019
CUST0000094298,IN00004367,468.15,11-02-2015
CUST0000085575,IN00016148,716.12,22-06-2014
CUST0000085664,IN00018706,345.55,12-08-2013
CUST0000004082,IN00064222,638,22-11-2019
CUST0000079062,IN00078320,768.28,09-04-2018
CUST0000016857,IN00082015,139.66,11-11-2021
CUST0000040334,IN00012436,45.65,07-03-2013
CUST0000065903,IN00080235,158.7,15-09-2021
CUST0000058975,IN00066067,180.23,17-06-2021
CUST0000058290,IN00052247,32.59,23-11-2021
CUST0000016589,IN00005568,507.18,24-06-2014
CUST0000007645,IN00042573,675.54,29-07-2020
CUST0000080431,IN00030817,345.35,02-06-2016
CUST0000021176,IN00010741,610.54,03-11-2019
CUST0000058541,IN00015508,282.75,21-09-2021
CUST0000050731,IN00027401,66.05,12-05-2012
CUST0000091479,IN00095829,65.71,10-09-2015
CUST0000037718,IN00040869,944.61,03-05-2015
CUST0000088725,IN00020219,415.27,26-03-2019
CUST0000094394,IN00008547,84.22,11-07-2012
CUST0000002393,IN00052584,817.1,20-07-2018
CUST0000019310,IN00075267,894.55,13-08-2013
CUST0000084313,IN00098110,479.64,13-05-2021
CUST0000006030,IN00028715,530.02,22-06-2020
CUST0000012844,IN00058776,449.39,27-12-2020
CUST0000077532,IN00058636,395.48,21-09-2021
CUST0000095555,IN00063254,722.71,24-01-2015
CUST0000019966,IN00093478,27.67,30-03-2012
CUST0000067797,IN00006524,913.2,20-06-2013
CUST0000074988,IN00020618,906.09,01-09-2013
CUST0000020155,IN00052641,631.39,17-07-2015
CUST0000006228,IN00087592,106.16,01-04-2011
CUST0000089951,IN00008189,185.12,10-12-2013
CUST0000085087,IN00034179,46.99,22-09-2014
CUST0000075133,IN00060439,174.69,14-01-2017
CUST0000063583,IN00081971,380.18,07-10-2019
CUST0000035239,IN00033426,447.89,22-11-2011
CUST0000028672,IN00084914,297.33,04-11-2014
CUST0000076721,IN00031207,885.57,05-12-2017
CUST0000063372,IN00058919,371.7,12-02-2011
CUST0000043792,IN00065712,304.16,15-10-2015
CUST0000027972,IN00023229,523.42,24-11-2018
CUST0000058277,IN00024092,280.04,01-12-2021
CUST0000079178,IN00000243,599.67,14-05-2018
CUST0000024383,IN00074851,170.77,06-02-2014
CUST0000014673,IN00045016,142.36,20-05-2019
CUST0000027956,IN00051550,415.13,16-04-2018
CUST0000030521,IN00058127,935.54,04-09-2017
CUST0000038239,IN00090134,300.43,13-12-2021
CUST0000096218,IN00030036,671.96,27-11-2013
CUST0000017984,IN00026119,931.53,06-04-2017
CUST0000047408,IN00035002,315.49,30-03-2016
CUST0000041726,IN00012095,743.34,24-08-2017
CUST0000024998,IN00020738,406.42,11-04-2011
CUST0000023538,IN00039846,735.11,11-08-2019
CUST0000025228,IN00000363,196.39,23-02-2019
CUST0000046615,IN00028406,873.57,08-07-2019
CUST0000058068,IN00085267,166.82,10-10-2015
CUST0000014928,IN00053096,195.97,30-04-2018
CUST0000041349,IN00023177,164.82,19-03-2021
CUST0000082914,IN00083531,736.78,09-06-2011
CUST0000009193,IN00033294,496.53,14-11-2013
CUST0000013630,IN00076857,586.84,11-09-2013
CUST0000095219,IN00045798,558.08,27-09-2018
CUST0000063611,IN00085002,540.91,10-05-2018
CUST0000047747,IN00078037,174.46,20-04-2016
CUST0000048293,IN00074212,37.67,03-04-2016
CUST0000009554,IN00048037,981.08,01-09-2021
CUST0000003528,IN00042810,354.05,20-03-2013
CUST0000076784,IN00018721,655.71,01-09-2013
CUST0000018702,IN00064186,413,14-09-2011
CUST0000042829,IN00097083,698.81,31-01-2014
CUST0000037716,IN00075422,1.73,26-07-2012
CUST0000004627,IN00074892,471.9,20-11-2021
CUST0000032681,IN00052369,666.67,04-05-2018
CUST0000098639,IN00008326,378.85,27-10-2013
CUST0000001707,IN00070353,279.34,18-07-2013
CUST0000005239,IN00094136,253.78,24-03-2011
CUST0000057463,IN00042814,973.47,08-03-2017
CUST0000059468,IN00016908,583.08,29-12-2014
CUST0000045103,IN00092528,517.15,26-05-2019
CUST0000094265,IN00053713,56.08,01-11-2011
CUST0000096316,IN00004311,733.45,30-10-2014
CUST0000039711,IN00060975,90.71,04-11-2015
CUST0000001387,IN00053157,965.38,11-11-2014
CUST0000008585,IN00074219,432.31,08-06-2019
CUST0000014128,IN00039545,640.57,30-10-2021
CUST0000005927,IN00002949,673.29,28-01-2016
CUST0000079443,IN00046196,232.93,23-12-2018
CUST0000026901,IN00001990,494.52,23-12-2014
CUST0000048780,IN00063779,845.21,25-04-2017
CUST0000024128,IN00006880,820.01,29-04-2017
CUST0000029124,IN00083920,947.36,02-10-2019
CUST0000013409,IN00095581,98.29,22-07-2016
CUST0000079914,IN00029309,636.99,13-10-2014
CUST0000073030,IN00030325,456.63,09-11-2016
CUST0000083365,IN00005554,545.45,20-05-2016
CUST0000093766,IN00059841,258.53,23-07-2019
CUST0000005417,IN00030971,529.51,04-08-2011
CUST0000000761,IN00002045,643.04,04-02-2016
CUST0000011628,IN00065919,961.58,23-06-2017
CUST0000097574,IN00042243,90.41,22-04-2018
CUST0000011511,IN00049453,934.18,29-01-2016
CUST0000010318,IN00090007,937.19,29-10-2016
CUST0000013722,IN00004786,299.01,03-10-2017
CUST0000097011,IN00022257,429.87,23-11-2016
CUST0000035655,IN00051158,376.1,18-12-2012
CUST0000091659,IN00055924,948.4,26-04-2014
CUST0000099182,IN00024115,838.06,05-04-2021
CUST0000061228,IN00047947,172.56,20-02-2012
CUST0000014453,IN00065718,864.28,02-05-2017
CUST0000070164,IN00052293,10.8,05-06-2020
CUST0000062834,IN00035593,903.5,04-09-2014
CUST0000095937,IN00036588,909.76,21-07-2018
CUST0000072050,IN00057476,99.59,09-02-2021
CUST0000070505,IN00024473,587.27,24-12-2013
CUST0000030959,IN00026905,679.67,04-03-2014
CUST0000020108,IN00070095,408.42,06-01-2020
CUST0000096359,IN00019381,450.91,02-04-2018
CUST0000084947,IN00088275,276.38,06-09-2011
CUST0000029864,IN00070503,832.51,09-09-2014
CUST0000097283,IN00041783,630.7,01-02-2012
CUST0000055698,IN00069641,616.66,05-01-2014
CUST0000014096,IN00008003,937.21,29-11-2019
CUST0000069413,IN00065934,675.96,11-02-2021
CUST0000062118,IN00021170,122.29,05-03-2019
CUST0000036446,IN00016681,918.39,24-11-2020
CUST0000023702,IN00028826,331.42,28-11-2020
CUST0000043160,IN00044276,878.67,01-07-2017
CUST0000008827,IN00016636,757.63,06-06-2013
CUST0000048697,IN00098124,238.86,04-03-2014
CUST0000087883,IN00091708,62.29,25-01-2018
CUST0000072781,IN00043696,380.59,08-04-2012
CUST0000087273,IN00069224,354.41,01-07-2018
CUST0000041657,IN00011816,154.27,08-04-2011
CUST0000084149,IN00037865,216.7,15-03-2018
CUST0000088249,IN00012181,45.54,21-06-2019
CUST0000091819,IN00030394,256.21,13-06-2020
CUST0000051432,IN00065970,807.91,26-03-2015
CUST0000050997,IN00028448,524.56,13-08-2013
CUST0000012600,IN00086907,95.44,29-10-2012
CUST0000058140,IN00058889,355.34,22-10-2020
CUST0000077203,IN00003413,812.34,06-05-2015
CUST0000046057,IN00018051,998.47,16-06-2017
CUST0000080230,IN00097869,707.97,06-12-2011
CUST0000026192,IN00094348,183.35,08-04-2016
CUST0000013792,IN00041722,966.36,31-05-2015
CUST0000084182,IN00050773,294.58,06-05-2015
CUST0000089171,IN00093793,444.33,23-06-2020
CUST0000003060,IN00094820,267.32,21-09-2021
CUST0000021909,IN00085259,914.2,26-01-2012
CUST0000053619,IN00006946,427.83,04-12-2019
CUST0000025018,IN00075171,723.08,12-09-2017
CUST0000024038,IN00037773,473.69,13-08-2020
CUST0000072751,IN00043343,614.17,21-11-2016
CUST0000097907,IN00024152,108.12,27-07-2020
CUST0000075983,IN00066309,443.36,22-02-2011
CUST0000022929,IN00034278,656.86,19-02-2013
CUST0000051032,IN00073383,551.77,01-12-2021
CUST0000063924,IN00069364,920.43,18-09-2016
CUST0000081350,IN00084142,17.53,06-09-2011
CUST0000007077,IN00004138,750.62,05-04-2018
CUST0000074114,IN00017141,333.58,13-09-2018
CUST0000056117,IN00040935,381.08,11-02-2014
CUST0000022247,IN00029560,41.14,27-09-2017
CUST0000083742,IN00051455,963.78,02-10-2013
CUST0000013331,IN00067557,937.79,02-07-2012
CUST0000033426,IN00024121,988.57,11-03-2020
CUST0000073038,IN00028737,224.96,14-01-2019
CUST0000067849,IN00015844,773.84,08-04-2020
CUST0000004579,IN00004968,791.69,26-11-2021
CUST0000096652,IN00058386,900.07,30-09-2011
