INVOICE_CODE,ITEM_CODE,AMOUNT,QUANTITY
IN00037423,BNVUY,564.47,723
IN00007305,EIFFM,347.1,817
IN00011724,VCFAW,479.27,194
IN00099663,SXBRZ,789.13,481
IN00032074,SRQXA,713.46,675
IN00096373,OTVRE,438.78,526
IN00086770,ZGKXX,719.24,892
IN00016720,WLMIW,490.01,796
IN00069897,ZJBXG,385.03,397
IN00092879,HVNXB,355.36,24
IN00032663,SGKDU,524.4,313
IN00037787,MCFTC,850.99,636
IN00065067,QRUWI,632.09,176
IN00010425,WZGPS,816.89,531
IN00011693,VAGUP,546.07,894
IN00085695,RLTDB,580.54,599
IN00099920,CSFPX,859.29,206
IN00076575,VHKVC,467.81,267
IN00062937,HUTTD,447.56,163
IN00042881,LTXGU,876.68,25
IN00029324,ZHVMT,659.69,533
IN00014723,UPRVE,604.29,393
IN00050498,UCDDY,366.4,798
IN00096771,ZPKAK,498.37,729
IN00028912,JVEQS,247,232
IN00013716,LPVTR,733.72,817
IN00013157,EUFNI,882.37,275
IN00030251,SGPHR,27.84,836
IN00076959,NPQPJ,319.37,36
IN00016050,NWUFL,881.52,720
IN00089295,NZIZN,342.87,656
IN00041270,NKCYY,441.26,63
IN00068283,ZKFQM,745.55,907
IN00087625,OPCOK,98.91,87
IN00096317,MHTFO,558.18,109
IN00095271,DAFJJ,569.48,776
IN00065538,QDASB,178.09,17
IN00047720,KBPNR,325.64,379
IN00026439,SETQF,729.09,942
IN00029531,LALKQ,3.02,492
IN00090221,CJLDE,504.88,874
IN00000916,EBXCS,158.35,628
IN00044773,IRMQQ,130.24,699
IN00025707,OGOQB,30.26,427
IN00069719,AVMAC,429.58,882
IN00011465,HXCBN,121.9,684
IN00001029,CEXUW,72.22,879
IN00070498,CSJDV,145.64,883
IN00009663,GOQLX,574.61,403
IN00093924,UHEWF,754.46,173
IN00051017,BQLFQ,626.61,843
IN00070878,JHMIN,850.05,251
IN00039366,SITDM,745.49,989
IN00047971,LEXAS,613.05,952
IN00043819,WGJXL,743.43,735
IN00096355,EIJTU,81.49,299
IN00025601,DNQBD,181.07,230
IN00027270,LUEJX,719.64,266
IN00058973,BCJKD,275.77,467
IN00012960,NIOJT,653.59,300
IN00069440,ALJHF,925.49,1
IN00066304,GBPQB,423.53,278
IN00028978,XSXYC,350.58,7
IN00075039,SRYRC,668.67,326
IN00053601,HGIQU,685.98,621
IN00009747,OQPNY,952.91,763
IN00069746,PITFF,157.41,840
IN00038039,AXZAN,543.81,673
IN00073641,GHMMZ,842.59,611
IN00017298,XDLMB,125.41,519
IN00007914,ZZBYE,897.63,685
IN00059898,OYRXB,391.58,68
IN00099168,MACZW,909.48,258
IN00081931,YTIXA,560.22,433
IN00071144,SDHXY,750.14,523
IN00007923,UDVIZ,103.01,376
IN00070976,YGOHM,159.21,715
IN00048140,TRAUP,551.72,871
IN00091304,EPSRJ,79.19,224
IN00061045,EGMEG,328.77,51
IN00053956,FGODI,82.83,837
IN00096988,ZJEKF,964.37,530
IN00001878,AVOGE,718.33,812
IN00049126,JDCXF,670.2,116
IN00060614,EYLTA,290.05,999
IN00029315,ACBKB,981.08,710
IN00048054,SLUOO,110.23,620
IN00054551,KQDCE,36.71,495
IN00053713,AEJJW,310.12,320
IN00068986,YZPQK,760.13,352
IN00015134,KZYJK,848.96,77
IN00022191,KUSPR,876.73,759
IN00019382,LPFSP,787.28,731
IN00046281,LLSJL,494.44,391
IN00032955,LUUAS,674.46,125
IN00000540,YPLWI,322.42,442
IN00060764,KWIJP,730.76,996
IN00079939,TPSSC,802.32,611
IN00064836,VDZTP,788.31,331
IN00043274,KBWIP,323.93,838
IN00091452,ARYCE,604.92,417
IN00066336,IGFXZ,775.06,525
IN00089547,MWMFV,765.15,997
IN00045712,JSXTW,27.22,544
IN00060833,TNKPT,49.84,895
IN00062795,OUOJL,408.45,643
IN00016387,WNFFB,227.58,436
IN00075891,YRDPI,563.74,316
IN00092698,UVDNR,117.35,779
IN00002761,CVZZB,70.39,413
IN00046988,DBIOO,57.02,890
IN00067195,CXRZV,569.53,861
IN00061904,OLYSO,50.09,577
IN00087737,TBAOV,787.84,68
IN00030189,IUESO,477.41,50
IN00084261,BSBPE,110.39,327
IN00066922,HSGPM,320.62,85
IN00078648,TZKMU,491.01,809
IN00010637,SGKEQ,622.27,417
IN00096409,MQKDB,934.44,651
IN00010340,CEXBP,229.89,337
IN00029086,HTCLV,86.17,20
IN00025273,OEJOR,9.31,837
IN00059998,FPVEM,240.1,675
IN00027922,XIAGK,414.64,626
IN00087187,KFAMW,112.07,921
IN00071576,EYLLQ,284.31,937
IN00010849,CDXDO,758.13,946
IN00098661,POYDM,833.16,155
IN00075350,AXXKA,662.36,318
IN00094827,HNZHO,2.85,603
IN00006230,GFOTB,491.15,888
IN00003341,SLRMG,455.85,698
IN00032207,SAATI,40.26,444
IN00067826,MCUNH,592.78,258
IN00037402,RPKDL,222.09,537
IN00020735,OXVTO,786.73,322
IN00036317,ECKRL,943.08,487
IN00011475,TSJCE,470.94,635
IN00087063,BKLVJ,215.15,151
IN00056679,LLVTT,848.87,843
IN00037069,KWUAN,26.02,463
IN00033171,AISEK,315.87,842
IN00089157,WHJWT,19.39,856
IN00007465,TBKKM,497.89,112
IN00009185,FFCDJ,302.48,360
IN00082983,KTTYP,717.49,116
IN00050512,KTINY,246.24,867
IN00096007,PNVXT,575.62,364
IN00002158,VLNYS,977.43,862
IN00054487,KHZKX,439.5,677
IN00014155,SBWJB,242.07,248
IN00090071,LQLGS,590.06,688
IN00036630,CMRGP,757.02,962
IN00090612,XTZAE,30.1,161
IN00048070,NZOZS,114.97,173
IN00078797,REKTF,359.26,691
IN00081995,EIPUX,179.39,615
IN00021340,SXTOG,464.98,903
IN00001645,QRKAJ,833.88,277
IN00070545,MFKLQ,344.5,848
IN00047485,UACAH,332.49,866
IN00037052,ZMRMU,224.95,878
IN00037820,KVUBZ,831.75,99
IN00016600,YFBTE,505.35,504
IN00019060,AKSFC,690.59,826
IN00069915,ZNIDJ,802.34,234
IN00079272,GCDRE,253.7,400
IN00026010,KUEVR,656.85,531
IN00005853,CDFKL,756.36,867
IN00070194,ZZACC,447.03,725
IN00087724,CLOEE,30.86,712
IN00012100,WSZFX,495.1,818
IN00099875,BWIQL,666.39,77
IN00067391,VJKZY,450.52,774
IN00085930,NKTFF,705.83,976
IN00014598,GSOWP,917.51,630
IN00047028,ZSNEK,861.44,33
IN00090027,JPSTZ,614.01,629
IN00021694,NLCTV,611.27,357
IN00015947,JHKQF,47.46,594
IN00077780,BYUMF,272.33,134
IN00046556,ELQUL,501.82,286
IN00016371,CMCML,67.63,978
IN00043576,YKYVS,647.02,567
IN00008466,NLHGR,917.65,856
IN00053280,ZUPQV,151.4,668
IN00026859,DEJFK,449.6,913
IN00093234,ZCVMJ,798.2,845
IN00018202,WPMNY,610.34,790
IN00004127,TYEEL,540.14,223
IN00065728,KTEOB,805.82,443
IN00005724,WLWLO,89.74,946
IN00069767,BWFXV,303.75,706
IN00072174,FWJDY,647.32,53
IN00000435,QGRAL,613.43,1000
IN00007235,RZQTO,572.82,311
IN00018086,INZFG,762.31,222
IN00029734,DAYOR,854.77,356
IN00097628,ISHSQ,121.24,325
IN00063607,RHQVE,801.09,8
IN00051233,NIECW,700.73,751
IN00091471,XKEYJ,774.83,766
IN00003211,JGSSP,745.35,352
IN00078029,RENBK,941.97,616
IN00083619,MDNOX,353.84,89
IN00046002,SMADS,357.1,114
IN00013187,RKPLN,809.06,287
IN00079727,FNEYQ,149.42,267
IN00093953,ZBCOJ,794.19,617
IN00056058,GNLHA,666.08,196
IN00087928,IJLKT,698.56,445
IN00058416,ZAGFA,595.91,580
IN00098774,NNNSD,312.74,453
IN00056126,XGNFI,576.71,427
IN00088333,VOMGR,698.6,822
IN00045347,SPXBJ,95.12,817
IN00014383,RPELR,604.33,751
IN00006812,FCFIK,360.13,640
IN00064010,CSOEQ,194.53,954
IN00069945,WJVVH,349.67,39
IN00021195,RNWOS,193.56,750
IN00002828,HAIVQ,729.81,870
IN00027997,AYLEK,794.64,431
IN00000606,XUMGI,806.72,90
IN00001463,AAWMP,141.31,791
IN00064786,ULHAK,800.67,963
IN00087251,RBTIV,276.31,658
IN00052534,QKGWV,483.57,790
IN00028548,BBVGB,556,141
IN00021521,FYDAP,712.58,503
IN00049345,IIKFQ,227.25,276
IN00086220,CEWRT,704.23,656
IN00069715,MMKBQ,108.47,358
IN00083646,ANTBW,96.97,917
IN00041659,HLYGH,757.37,270
IN00091568,HWYLF,183.41,957
IN00090389,CNTLP,897.09,798
IN00092532,GVCZU,42.82,683
IN00070792,DTMSI,681.12,848
IN00064065,ZZPFT,130.54,21
IN00082519,QBFVR,698.97,911
IN00068794,FEXFO,819.12,546
IN00077577,PWHUV,251.95,766
IN00011389,XNWGD,174.24,182
IN00022130,YFWCR,683.34,856
IN00002348,YXHEQ,800.5,710
IN00053980,WDLFS,138.46,400
IN00076641,XGODN,199.52,382
IN00002127,HAQPJ,919.95,314
IN00027638,MUZDT,368.37,5
IN00019785,BZOBI,497.21,536
IN00077596,QMCQC,580.2,270
IN00079962,SAAAA,843.63,190
IN00084237,SERMI,436.84,523
IN00031622,LHSZD,70.5,394
IN00011841,DAXTK,622.07,135
IN00054095,XJXUO,283.77,819
IN00061043,SLKIC,155.57,709
IN00097930,WSNMC,555.22,774
IN00039942,BPEQU,464.61,793
IN00097564,LTYEG,49.89,273
IN00088448,XUQNJ,696.63,423
IN00010518,HCNKO,606.64,166
IN00078120,QYZYF,620.5,454
IN00089679,JKCJB,177.41,413
IN00007001,HYMAZ,856.38,607
IN00051000,YIUAY,740.4,801
IN00081961,RKWSB,338.16,421
IN00097703,SUSBW,60.78,418
IN00082171,GFQMG,228.66,813
IN00072222,KZRKF,923.24,495
IN00054722,SLQOK,878.13,602
IN00016594,HBJGO,975.8,181
IN00049797,AYFZI,28.82,483
IN00051627,RWBNG,476.12,34
IN00017789,TLCNN,68.52,204
IN00067317,UFQWP,117.55,7
IN00009462,CAQQK,511.09,818
IN00024272,ATMUP,348.83,708
IN00077435,SHWPP,1.65,577
IN00054882,QUUUS,760.98,660
IN00086800,WZFQT,75.2,748
IN00015198,XTSNH,239.37,68
IN00006656,KQLEJ,812.42,782
IN00043109,OWUYV,55.68,427
IN00090450,USIMK,581.57,913
IN00090286,PIXBG,426.17,982
IN00064040,XKZOI,156.53,923
IN00099882,DEVYM,866.91,840
IN00032316,DKMBU,158.04,949
IN00035339,KVXWX,662.95,641
IN00017139,QHELJ,820.19,823
IN00024047,TPQAW,117.22,727
IN00020997,MOKRI,680.29,809
IN00048245,OEBPU,96.98,416
IN00003197,QBXEH,636.86,454
IN00033375,VCKFN,485.1,408
IN00067709,MJUAA,885.45,860
IN00044242,DKWTN,305.07,658
IN00034075,EIOTE,500.7,347
IN00052224,DSSEG,743.98,644
IN00055461,SXGHW,366.27,695
IN00080722,UZPWZ,461.85,816
IN00086576,GNNAD,704.55,541
IN00046907,RKUDN,903.61,842
IN00050339,OUBWS,706.76,819
IN00009887,ZXYVA,650.6,374
IN00036252,UCHCW,479,233
IN00014866,DWUSM,369.6,491
IN00062814,XHTZV,397.01,585
IN00015493,XLEZX,755.48,108
IN00009191,HAITK,136.75,416
IN00001561,FKGUF,87.44,829
IN00005579,XGUYD,160.61,226
IN00014531,HQCPV,480.23,564
IN00053027,GPHGY,107.23,773
IN00099867,NLSTJ,121.69,903
IN00055485,MAMTC,699.11,968
IN00081400,IDVCW,499.62,439
IN00042459,HSULL,667.1,825
IN00044734,HHIQS,789.83,822
IN00025561,XKXRH,307.77,467
IN00010113,ALELS,51.19,226
IN00026080,VGYJY,912.79,609
IN00055081,QWQND,187.64,510
IN00080709,YNCNK,431.49,377
IN00030268,EHMRE,8.37,161
IN00065259,FXJWS,385.2,669
IN00095035,SXZBH,484.41,603
IN00081841,XDXWX,357.46,263
IN00076453,WRIAO,425.68,265
IN00016737,YAGFC,191.91,174
IN00067249,SXBOW,384.02,970
IN00051341,SQYNB,528.04,103
IN00009947,JSHPV,89.98,910
IN00002491,RKWHA,591.05,975
IN00036222,ETKIO,563.06,259
IN00079071,DBQGK,828.01,202
IN00041788,JLGFK,139.26,541
IN00090073,DJYCI,182.41,122
IN00071666,JUKEE,898.94,831
IN00079678,DXTRN,411.34,702
IN00088128,PAXKV,500.31,147
IN00066457,WNWUX,944.79,328
IN00034672,OFLOV,960.92,683
IN00029358,MAIUM,719.57,868
IN00051716,SYWZB,83.1,406
IN00048977,BDUBZ,783.17,644
IN00071369,MBROT,868.32,725
IN00053742,THTIJ,921.96,332
IN00057867,FCMJL,300.68,602
IN00069723,SQXZQ,507.42,848
IN00067456,DNZSZ,460.71,79
IN00067763,BDRHF,204.06,115
IN00043585,MALNR,810.66,992
IN00089436,ZFEWJ,232.25,797
IN00079324,XNQBA,941.27,47
IN00077297,SSRWQ,762.59,869
IN00033973,WOSAI,88.26,680
IN00033756,OEQHS,740.15,283
IN00024162,RPZHF,223.91,516
IN00010264,HPLEM,769.57,303
IN00032897,TPGPX,240.94,531
IN00040804,KTEOD,809.63,957
IN00049563,IIGCH,784.97,806
IN00070684,YNUOT,675.81,782
IN00073805,CKCST,104.41,595
IN00040554,MZPVM,693.69,827
IN00071350,TJDRS,501.97,821
IN00041469,FZSTD,256.85,540
IN00008384,BBPPQ,11.1,920
IN00051311,TJKVR,831.25,15
IN00000697,HLGWT,702.09,572
IN00060545,VFAHI,371.74,246
IN00045616,TGKIQ,65.5,926
IN00084457,GTIMC,116.24,811
IN00078903,ZVZAP,240.42,301
IN00046449,GKXWL,404.8,635
IN00053468,VKCFX,812.47,80
IN00087213,HEORT,338.23,579
IN00079025,MGTTB,430.38,100
IN00018078,UDQER,379.89,183
IN00089145,AOYRW,27.16,1000
IN00003153,WSMQJ,707.65,362
IN00047578,LKEYM,41.1,325
IN00071622,HZPSB,387.23,110
IN00036589,GHNXU,229.21,483
IN00078879,AFJSW,396.68,64
IN00044315,WKKHW,553.66,940
IN00057641,OGYBB,156.49,444
IN00051281,GOJVS,375.78,773
IN00095614,CXKVN,962.98,605
IN00061666,IKOSV,243.88,278
IN00018209,KYOTH,148.09,29
IN00033643,KLQYF,637.07,238
IN00096986,CAGBC,458.26,529
IN00064353,KFVOS,765.08,756
IN00089198,FECWE,72.73,492
IN00036769,AXSHF,670.25,890
IN00050545,KWHAR,463.19,757
IN00080461,MEVNV,700.95,771
IN00046920,TAJUP,41.9,599
IN00035422,GKYQN,395.59,260
IN00066762,CKONF,325.77,980
IN00063942,SRSHH,569.49,735
IN00045373,RGPKC,453.22,430
IN00012624,UKDNE,634,188
IN00008452,IGRGP,732.65,629
IN00050372,FCQSV,127.6,766
IN00003662,ZCBVO,928.98,135
IN00087672,KANPN,63.85,865
IN00035107,FLZPM,382.96,79
IN00055110,MNXSS,622.79,244
IN00007279,NFVTP,517.27,555
IN00017493,IGZWH,961.57,332
IN00087063,KWSVI,33.46,244
IN00078256,FLCRI,431.67,411
IN00056231,JCWAO,590.12,265
IN00021913,DMJJR,465.55,751
IN00030187,KPPGF,510.35,177
IN00013621,NMGLL,516.31,842
IN00014438,AFEYU,424.48,288
IN00021550,QQTHR,661.89,364
IN00096731,QHNCS,743.09,253
IN00059974,UARGB,976.2,73
IN00072280,FJMVW,350.1,344
IN00023079,MUOQW,213.67,237
IN00041979,XTVPP,278.91,468
IN00035366,YGUWN,774.03,179
IN00091690,WKLOW,171.79,433
IN00019861,UCYZJ,822,376
IN00076821,PULLJ,794.34,150
IN00005951,LOFDO,633.42,186
IN00020987,FPVOS,821.91,412
IN00047160,ZGRPS,904.43,556
IN00063966,UQUAN,265.51,337
IN00058768,AMTVL,609.01,645
IN00000957,DMOOD,163.44,244
IN00035998,JPCMF,62.13,728
IN00097377,LQPLK,686.39,236
IN00008905,DPNYU,55.4,647
IN00000526,RDLMT,599.88,105
IN00036665,XEUNM,92.83,494
IN00053827,WOTTL,841.21,427
IN00057038,ZFZED,655.56,597
IN00032050,JXFUL,339.52,632
IN00088945,SDRBX,324.7,601
IN00047105,RQADI,818.02,915
IN00059139,FUHCG,149.1,203
IN00048286,TKUUJ,390.5,677
IN00000516,CQSLJ,640.79,801
IN00055222,AQXQG,981.35,677
IN00030462,UAUIW,576.07,291
IN00038191,CIHTD,381.18,192
IN00007549,LRSAU,113.68,30
IN00082498,ELPYI,756.68,95
IN00079489,NTXYL,660.37,973
IN00058722,KLACI,766.91,780
IN00015315,ZWJWM,266.88,499
IN00039780,SKJIQ,676.92,908
IN00036361,DJXIF,744.18,327
IN00011031,ACHKK,345.9,149
IN00030231,EDMNA,400.75,562
IN00018717,ZHNYO,722.65,437
IN00046435,ZZXJV,570.88,152
IN00087361,WVVDR,900.2,359
IN00097138,COLWH,572.26,626
IN00086280,JLSPD,970.74,15
IN00092588,JOPLW,529.46,421
IN00068878,JMBUG,247.2,430
IN00012716,JFHRL,409.1,981
IN00077516,NDTMB,267.5,866
IN00077584,UZBSB,681.74,677
IN00014464,DHSWB,743.26,104
IN00066389,XPNTU,140.69,525
IN00058253,PLAXW,536.89,631
IN00018069,VBTFO,720.13,65
IN00026312,EDZIB,391.9,391
IN00081804,DIWFD,526.87,125
IN00029301,ZOAUO,842.05,139
IN00096007,ACFKG,237.27,701
IN00031820,HWBGO,161.93,11
IN00049686,HUAOC,325.83,983
IN00049129,YFXSH,414.89,806
IN00035521,PMHVP,419.02,94
IN00023585,APONO,392.01,524
IN00066392,TMCSR,558.09,936
IN00036003,SNCQW,90.06,7
IN00097968,IFYPQ,694.3,494
IN00069546,AGRBY,863.56,909
IN00035362,JTBJX,341.71,407
IN00045875,DYSLQ,601.6,171
IN00049658,ZZIEM,817.1,219
IN00034873,MGFBA,359.01,462
IN00050650,TOENA,129.19,539
IN00023931,RIGFK,40.01,729
IN00068262,PRWPB,479.17,178
IN00056160,OQVPO,63.57,972
IN00046875,ZRIAD,42.81,519
IN00033925,NKCUA,76.49,705
IN00091529,OCHQK,34.34,566
IN00021576,UYCDT,808.7,304
IN00036244,ORXAG,384.6,702
IN00023101,PIVBW,41.2,495
IN00097052,WTBHN,832.34,927
IN00079533,JOTYS,638,107
IN00011156,HRVXU,28.98,697
IN00079913,QQIUH,320.22,273
IN00037898,SUSXN,717.42,307
IN00047722,CKNUW,12.19,944
IN00056474,EWSBQ,78.92,75
IN00049239,UCUVV,133.76,392
IN00081078,CBZXC,942.92,930
IN00074792,QIKTF,388.89,438
IN00071231,SOQAU,738.1,852
IN00082856,NTONR,341.53,647
IN00097540,QQATD,507.73,666
IN00015577,LCULA,28.12,161
IN00036673,ZMPLW,348.93,536
IN00058904,BHLTG,35.42,246
IN00064278,CJDAV,914.89,705
IN00014535,MTAWT,326.68,29
IN00027809,HXNKM,86.75,73
IN00021239,GZHER,930.96,617
IN00011368,PQBJK,288.98,967
IN00065996,NHFYG,698.81,458
IN00021086,WRKYU,504.68,387
IN00068317,TBJLG,200.58,364
IN00046576,FZJHS,283.83,308
IN00038489,JUFPI,492.14,597
IN00062969,ZNECG,751.85,567
IN00073856,KXGFV,1.96,782
IN00010460,OKYOW,330.37,509
IN00099625,ITIVP,281.37,262
IN00089575,EZWPN,710.9,692
IN00011538,SJVFA,865.36,937
IN00034619,PLESX,676.61,912
IN00034692,JUMIH,438.53,449
IN00060058,CWJQL,87.29,196
IN00013068,HDLOC,537.5,389
IN00049603,PQLNA,817.45,611
IN00070128,BFSOA,850.61,138
IN00040755,VJXAB,127.87,46
IN00098997,GDAQY,932.73,766
IN00068451,BXYLV,122.86,922
IN00001492,AOYWE,81.32,808
IN00059241,LFWBD,560.24,408
IN00035663,MBGOD,218.5,445
IN00059874,IWGDE,142.6,85
IN00053556,QVFKZ,627.98,499
IN00099815,YAHZZ,161.74,407
IN00094586,ZPDEO,659.8,860
IN00007326,DQXPR,671.31,686
IN00021205,CKRCP,852.64,994
IN00050949,AQQQO,38.17,6
IN00022817,KNCZJ,791.45,533
IN00012611,YLZXZ,868.26,631
IN00025747,CNODL,285.33,13
IN00067834,PNDFV,362.25,3
IN00036704,ERZQU,45.95,311
IN00049133,NRPQT,916.08,699
IN00096625,RQUWQ,515.07,963
IN00050264,FJOTW,694.36,290
IN00021299,MNIRD,168.34,614
IN00053857,MZNCQ,932.86,975
IN00034789,WYTUK,158.3,158
IN00091197,DWZSD,549.74,725
IN00058567,IHZGR,62.4,970
IN00093850,HXNDZ,907.49,836
IN00048832,VSUTQ,888.73,182
IN00089064,EEXCY,493.43,981
IN00047760,XXSMC,128.6,63
IN00020821,TBIIA,326.19,781
IN00058014,HJYHB,597.74,275
IN00013896,JKFPF,263.93,530
IN00023296,PWJPH,54.88,350
IN00056574,SAUHU,953.39,918
IN00034401,FJZIA,607.47,603
IN00022679,AWJUH,856.52,491
IN00088672,FCPTX,41.08,179
IN00012961,QVOAH,877.74,424
IN00004785,PPGOJ,390.13,543
IN00006163,DENZK,789.11,618
IN00017165,ETBDS,436.99,379
IN00091656,CESPJ,90.7,622
IN00019980,AADHM,127.26,158
IN00009657,OQTGS,971.68,339
IN00093418,SMNQJ,3.77,596
IN00083899,GIBIF,132.16,395
IN00099380,UHCXN,118.9,642
IN00090048,SHANV,556.56,477
IN00037445,TZSQH,801.19,540
IN00018570,ZBNHO,264.35,404
IN00034248,IRZEH,424.64,918
IN00030064,CEDNX,187.99,46
IN00032524,ZGHYV,257.47,864
IN00051819,GYPTV,934.65,485
IN00010798,STNPD,761.15,691
IN00031435,LUFHN,923.97,142
IN00066611,BMNPE,377.21,766
IN00007201,OQGEV,184.94,335
IN00060903,FFMKN,28.01,136
IN00087223,XOFWX,823.82,337
IN00004434,CSXGX,898.59,170
IN00093923,RIARD,891.5,861
IN00081598,GIDUM,781.47,985
IN00016998,OFBXD,918.45,611
IN00074837,QHGYX,243.95,503
IN00018863,MFBSQ,241.06,937
IN00019313,ENKKM,689.32,238
IN00090565,FQRSE,23.37,17
IN00039764,PYTYR,348.16,978
IN00001631,LGJWP,647.1,721
IN00008934,XRMQI,899.79,883
IN00015353,IQWGX,315.65,495
IN00058280,LIVGP,978.54,204
IN00018458,NXAFH,999.93,425
IN00020959,DSQAO,368.8,916
IN00023229,ELSDN,663.58,781
IN00088666,BABGQ,911.99,784
IN00015503,MUVNO,45.22,980
IN00057956,NWDUJ,535.17,718
IN00049622,MDLFO,301.86,996
IN00024381,DFGDB,103.16,339
IN00096680,XUVDK,497.12,662
IN00001620,EDWTT,606.78,446
IN00062887,ISFHO,727.9,79
IN00074964,NOZWS,760.2,409
IN00032164,SGZTX,857.16,190
IN00079585,NWXGT,520.49,781
IN00005206,IJTKX,407.82,142
IN00021770,FVFGT,706.96,347
IN00099167,GADBG,568.68,249
IN00035454,KBTOQ,291.63,93
IN00022676,QSILZ,155.11,234
IN00017571,SEEGU,893.19,144
IN00011780,AZQSH,392.72,171
IN00009017,FUSWG,860.73,183
IN00082062,BCDOU,129.82,626
IN00044891,URJHQ,399.04,366
IN00056435,VHUFM,262.14,597
IN00005457,DCTPO,744.52,239
IN00030839,ABXSK,550.81,821
IN00088067,JKFWI,381.17,63
IN00010627,SVRIV,132.25,306
IN00094425,SDFND,963.26,337
IN00056225,MEUVL,750.02,933
IN00091092,RPDJT,257.63,48
IN00059562,OHUCV,698.27,258
IN00072014,FZVAC,208.19,435
IN00052351,JELKI,940.58,136
IN00076987,OTKQS,308.62,674
IN00043331,LDHYK,438.39,317
IN00031327,ZETMR,780.05,567
IN00022754,LEPXV,450.19,353
IN00053255,PVWFW,602.68,776
IN00067188,IXZPC,952.97,159
IN00080098,LMBIL,12.45,880
IN00084356,JEOVY,426.77,361
IN00006529,NFPTK,53.13,40
IN00036367,FGCVI,923.28,632
IN00087319,CJYON,384.65,21
IN00078865,XXVJK,2,701
IN00053422,ORMTP,452.52,76
IN00089060,MXXRB,685.98,401
IN00073691,IRLQO,494.35,395
IN00099123,KKPJP,887.79,793
IN00027881,PCSTZ,697.69,883
IN00095446,XQOQD,115.53,956
IN00058547,UQTKU,620.83,37
IN00035288,FYWZQ,397.94,889
IN00052055,WQZES,249.58,144
IN00013221,ZNUQP,902.83,126
IN00088782,HPSRS,202.78,124
IN00065454,OOLLF,403.5,393
IN00036323,AWXEC,8.27,9
IN00058455,CYHBX,941.27,247
IN00021008,GSYEK,411.76,91
IN00003965,SQRLB,244.12,586
IN00058074,RXNOT,75.71,522
IN00037052,WVZBV,276.76,274
IN00097506,WDEPD,87.94,761
IN00083715,ERJZY,950.41,850
IN00025959,UARMA,52.82,496
IN00073200,ESFFJ,91.47,289
IN00066812,MMNBA,313.1,540
IN00013315,SCXVF,295.52,685
IN00054625,UVCMH,843.36,596
IN00017333,JDDGQ,261.83,779
IN00094054,TGSCS,438.9,914
IN00023230,YGBVX,363.32,986
IN00032344,QVHGX,936.67,782
IN00023923,FKPDG,170.46,789
IN00065516,OPOZJ,866.04,389
IN00075425,LYFAL,521.39,978
IN00010245,AQBSB,179.67,125
IN00050295,YYBZA,452.93,296
IN00001185,NJVNP,252.7,120
IN00096889,NIUAA,655.96,74
IN00083003,LDJTQ,322.12,815
IN00048964,EBSIV,549.1,189
IN00088996,JJJHR,283.92,156
IN00001388,YMVET,910.45,358
IN00090524,GZFMS,590.3,491
IN00066079,WRWSU,377.55,982
IN00063659,PWFNC,872.06,582
IN00071291,RSSTS,573.23,431
IN00094153,NEXTM,95.62,394
IN00049944,VPMIG,411.27,630
IN00017435,RXHEO,170.11,556
IN00037839,BFTTT,232.43,977
IN00090667,LPGMJ,253.24,209
IN00089908,NOADA,133.57,659
IN00056220,LRXSF,303.42,918
IN00055592,DQUQT,772.99,124
IN00092770,APDPO,462.19,885
IN00092315,OGCXR,374.11,774
IN00058284,JLEOZ,421.02,732
IN00090574,RUBUV,675.38,510
IN00005425,SUQBX,961.42,944
IN00069929,UFCDL,67.2,619
IN00040412,CUCSP,224.3,416
IN00004048,ITCHA,505.61,12
IN00007260,YESWW,836.34,778
IN00059503,TFZWW,174.72,393
IN00032339,AAWAW,24.6,27
IN00094924,CDHIC,871.95,993
IN00034161,XCMVJ,805.18,570
IN00065397,ALIGV,770.88,556
IN00047765,KLAVY,826.86,456
IN00078544,THCFH,85.84,193
IN00018261,RUXWS,657.23,345
IN00075414,GXUSC,64.66,138
IN00043676,XZSZJ,347.55,935
IN00021267,WJWXL,134.92,616
IN00088755,CVKMW,986.35,460
IN00091030,EJFZM,488.15,878
IN00049756,RPMYK,760.67,321
IN00010042,ZFCCK,181.53,951
IN00003510,DUOXL,616.1,269
IN00052320,WIOBX,32.92,948
IN00047645,DKRZQ,750.43,350
IN00031572,JXYMW,358.23,730
IN00027974,RQHBA,237.91,336
IN00018040,RTBAD,817.07,707
IN00073003,XEVNT,358.23,938
IN00071998,IRUQX,817.74,879
IN00010258,IWQZU,266.14,473
IN00015701,YDSLS,462.42,27
IN00054524,NMBPN,617.02,917
IN00068624,IKBIP,118.19,587
IN00082038,QVUPB,635.7,682
IN00098122,CVNEM,886.2,749
IN00094339,KUXCM,177.58,669
IN00043982,CHDBQ,462.24,99
IN00091882,RPCVA,267.16,804
IN00048209,TEXTB,294.23,58
IN00074421,CMBSG,15.74,974
IN00075955,NJQCH,847.52,505
IN00066086,ZYIUJ,170.14,190
IN00057862,WVEIT,307.99,764
IN00014458,UBJPJ,440.83,684
IN00019551,NAVDR,101.95,62
IN00073872,NGQXP,639,817
IN00047639,DFYAD,115.82,308
IN00015299,ZVCBJ,828.53,788
IN00066580,XLEVP,569.57,845
IN00038752,TMIZJ,792.76,483
IN00077351,MJCES,248.25,329
IN00062554,HQXYT,848.08,378
IN00054451,EOBPA,685.07,644
IN00059983,MWDPH,538.12,242
IN00075966,EURIZ,264.53,569
